SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot,N_APT,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_SchoolNearBy
283185.00,2006,2012,11,1412,23,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
259292.00,2006,2012,11,1149,16,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
288495.00,2006,2012,11,1412,29,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
157522.00,1993,2012,11,914,20,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
183185.00,2005,2012,11,743,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
143362.00,1992,2012,11,914,8,mixed,individual_heating,self_management,142,3,1,1,1,14
245132.00,2008,2012,11,914,25,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
216814.00,1993,2012,11,1451,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
243362.00,2008,2012,11,914,24,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
124778.00,1993,2012,11,644,3,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
259292.00,2007,2012,11,1419,10,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
185840.00,2005,2012,11,743,13,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
131415.00,1993,2012,11,644,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
218584.00,2007,2012,11,914,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
232743.00,2008,2012,11,914,6,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
123893.00,1993,2012,11,644,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
233628.00,2008,2012,11,914,11,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
228318.00,2007,2012,11,1103,29,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
132743.00,1993,2012,11,644,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
206194.00,2008,2012,11,829,3,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
254867.00,2007,2012,11,1394,6,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
135398.00,1993,2012,11,644,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
225663.00,2008,2012,11,914,2,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
196460.00,2005,2012,11,914,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
261946.00,2007,2012,11,1394,14,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
199115.00,2005,2012,11,914,8,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
194690.00,1993,2012,11,1451,2,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
118584.00,1992,2012,11,644,4,mixed,individual_heating,self_management,142,3,1,1,1,14
193805.00,2008,2012,11,829,1,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
217699.00,2008,2012,11,829,9,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
203539.00,2007,2012,11,868,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
261946.00,2007,2012,11,868,22,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
163716.00,1986,2012,11,1131,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
258407.00,2006,2012,11,1192,13,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
215929.00,2006,2012,11,903,15,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
159292.00,1986,2012,11,914,9,terraced,central_heating,management_in_trust,713,7,1,1,0,6
174336.00,2006,2012,11,903,1,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
238938.00,2007,2012,11,868,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
317699.00,2007,2012,11,1387,24,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
181415.00,1986,2012,11,1313,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
72566.00,1997,2012,12,558,5,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
73893.00,1997,2012,12,558,11,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
207079.00,2009,2012,12,1160,2,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
190265.00,2009,2012,12,910,4,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
184955.00,2009,2012,12,910,9,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
223893.00,2006,2012,12,910,16,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
207964.00,2006,2012,12,910,2,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
280530.00,2007,2012,12,1273,11,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
63716.00,1986,2012,12,508,11,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
283185.00,2006,2012,12,1437,10,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
305309.00,2006,2012,12,1743,5,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
216814.00,2006,2012,12,914,2,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
371681.00,2006,2012,12,2056,22,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
231858.00,2006,2012,12,914,22,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
166371.00,1993,2012,12,914,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
247787.00,2008,2012,12,914,22,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
112389.00,1992,2012,12,640,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
190265.00,2008,2012,12,829,2,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
161061.00,1993,2012,12,914,19,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
159292.00,1992,2012,12,1448,14,mixed,individual_heating,self_management,142,3,1,1,1,14
147787.00,2005,2012,12,572,9,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
262831.00,1993,2012,12,2337,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
222123.00,2008,2012,12,829,14,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
243362.00,2007,2012,12,1103,25,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
184070.00,2005,2012,12,743,20,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
134513.00,1993,2012,12,644,16,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
278761.00,1993,2012,12,2337,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
230088.00,2008,2012,12,914,21,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
131858.00,1992,2012,12,914,1,mixed,individual_heating,self_management,142,3,1,1,1,14
216814.00,2008,2012,12,829,22,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
134513.00,1993,2012,12,644,13,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
207964.00,2005,2012,12,914,16,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
55752.00,1992,2012,12,576,5,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
158407.00,1986,2012,12,914,10,terraced,central_heating,management_in_trust,713,7,1,1,0,6
320353.00,2007,2012,12,1387,18,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
336283.00,2007,2012,12,1519,21,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
232743.00,2007,2012,12,868,16,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
230088.00,2006,2012,12,1192,3,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
442477.00,2007,2012,12,1643,40,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
253982.00,2007,2012,12,868,17,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
245132.00,2006,2012,12,1192,14,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
207964.00,1986,2012,12,1377,6,terraced,central_heating,management_in_trust,713,7,1,1,0,6
328318.00,2007,2012,12,1387,36,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
398230.00,2007,2012,12,1643,37,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
320353.00,2007,2012,12,1643,2,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
111504.00,1997,2013,1,914,2,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
92920.00,1997,2013,1,644,15,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
194247.00,2009,2013,1,910,8,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
234513.00,2009,2013,1,1160,6,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
220353.00,2006,2013,1,910,18,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
227876.00,2006,2013,1,910,13,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
261061.00,2006,2013,1,1149,18,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
262389.00,2006,2013,1,1149,27,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
207079.00,2006,2013,1,818,8,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
230088.00,2006,2013,1,914,13,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
161946.00,1993,2013,1,914,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
292035.00,2007,2013,1,1448,31,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
184070.00,2005,2013,1,743,6,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
211061.00,2005,2013,1,914,15,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
190265.00,1993,2013,1,1761,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
202654.00,2005,2013,1,914,18,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
263716.00,2007,2013,1,1394,26,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
201769.00,2005,2013,1,914,7,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
234513.00,2008,2013,1,914,11,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
168141.00,1993,2013,1,914,12,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
165486.00,1993,2013,1,914,7,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
138938.00,1993,2013,1,644,17,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
137168.00,1993,2013,1,644,8,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
203539.00,2005,2013,1,914,19,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
223893.00,2007,2013,1,914,27,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
261061.00,2007,2013,1,1394,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
252212.00,2008,2013,1,1167,2,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
243362.00,2007,2013,1,1103,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
159292.00,1993,2013,1,914,4,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
137168.00,1993,2013,1,644,10,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
84070.00,1992,2013,1,576,13,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
218584.00,2008,2013,1,829,6,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
261061.00,2007,2013,1,1419,17,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
221238.00,2007,2013,1,868,11,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
252212.00,2007,2013,1,868,10,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
323893.00,2007,2013,1,1387,16,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
250442.00,2007,2013,1,868,15,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
163716.00,1986,2013,1,914,7,terraced,central_heating,management_in_trust,713,7,1,1,0,6
161061.00,1986,2013,1,914,4,terraced,central_heating,management_in_trust,713,7,1,1,0,6
179646.00,1986,2013,1,1131,6,terraced,central_heating,management_in_trust,713,7,1,1,0,6
338053.00,2007,2013,1,1387,18,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
251327.00,2007,2013,1,868,9,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
157522.00,1986,2013,1,914,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
197345.00,1986,2013,1,1131,8,terraced,central_heating,management_in_trust,713,7,1,1,0,6
341592.00,2007,2013,1,1643,24,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
228318.00,2007,2013,1,868,7,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
69911.00,1985,2013,2,587,9,corridor,individual_heating,self_management,80,1,1,2,1,4
86725.00,1985,2013,2,587,5,corridor,individual_heating,self_management,80,1,1,2,1,4
68584.00,1986,2013,2,451,9,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
69469.00,1986,2013,2,508,7,corridor,individual_heating,management_in_trust,100,1,1,2,1,13
267256.00,2006,2013,2,1149,8,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
291150.00,2006,2013,2,1437,11,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
226548.00,2006,2013,2,914,8,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
268141.00,2006,2013,2,1149,25,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
283185.00,2006,2013,2,1437,12,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
203539.00,2005,2013,2,914,21,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
149557.00,2005,2013,2,572,17,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
154424.00,2005,2013,2,572,14,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
230088.00,2008,2013,2,1167,1,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
183628.00,2005,2013,2,743,7,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
88495.00,1992,2013,2,640,5,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
159292.00,1993,2013,2,914,6,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
193805.00,2005,2013,2,743,16,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
220353.00,2007,2013,2,914,7,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
233185.00,2008,2013,2,914,6,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
131858.00,1993,2013,2,644,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
189115.00,2005,2013,2,743,19,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
234513.00,2008,2013,2,914,21,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
132743.00,1992,2013,2,914,4,mixed,individual_heating,self_management,142,3,1,1,1,14
221238.00,1993,2013,2,2337,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
253982.00,2007,2013,2,1394,4,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
210176.00,2005,2013,2,914,14,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
220353.00,2007,2013,2,914,14,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
163716.00,1993,2013,2,914,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
221238.00,2008,2013,2,829,10,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
115044.00,1992,2013,2,644,4,mixed,individual_heating,self_management,142,3,1,1,1,14
153982.00,2005,2013,2,572,14,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
265486.00,2007,2013,2,868,20,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
132743.00,1978,2013,2,903,10,corridor,individual_heating,self_management,87,2,2,1,1,11
232743.00,2007,2013,2,868,12,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
187610.00,1986,2013,2,1131,13,terraced,central_heating,management_in_trust,713,7,1,1,0,6
205309.00,2006,2013,2,903,7,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
126548.00,1978,2013,2,903,9,corridor,individual_heating,self_management,87,2,2,1,1,11
362831.00,2007,2013,2,1387,42,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
166814.00,1986,2013,2,914,5,terraced,central_heating,management_in_trust,713,7,1,1,0,6
210619.00,2006,2013,2,903,12,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
60176.00,1997,2013,3,644,11,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
192035.00,2006,2013,3,811,8,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
311504.00,2006,2013,3,1743,9,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
231858.00,2006,2013,3,914,13,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
206194.00,2006,2013,3,818,5,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
213274.00,2006,2013,3,818,15,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
207964.00,2006,2013,3,818,12,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
206194.00,2005,2013,3,914,6,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
209734.00,2005,2013,3,914,22,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
175221.00,2005,2013,3,743,3,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
36283.00,1992,2013,3,355,4,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
169911.00,1993,2013,3,914,9,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
228318.00,1993,2013,3,1288,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
247787.00,2007,2013,3,1103,23,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
141150.00,2005,2013,3,572,1,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
174336.00,1992,2013,3,1448,3,mixed,individual_heating,self_management,142,3,1,1,1,14
190265.00,2005,2013,3,743,13,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
138495.00,1992,2013,3,914,2,mixed,individual_heating,self_management,142,3,1,1,1,14
101769.00,1992,2013,3,644,11,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
163716.00,1993,2013,3,914,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
132743.00,1993,2013,3,644,4,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
167256.00,2005,2013,3,743,1,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
168141.00,1993,2013,3,914,6,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
194690.00,1993,2013,3,1761,11,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
203539.00,1993,2013,3,1761,17,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
246460.00,2008,2013,3,914,4,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
281858.00,2008,2013,3,1167,18,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
108318.00,1992,2013,3,644,2,mixed,individual_heating,self_management,142,3,1,1,1,14
219469.00,2008,2013,3,829,17,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
241592.00,2008,2013,3,914,25,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
92920.00,1992,2013,3,576,1,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
196460.00,2006,2013,3,903,14,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
307079.00,2007,2013,3,1387,2,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
362831.00,2007,2013,3,1643,8,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
238938.00,2007,2013,3,868,24,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
123008.00,1978,2013,3,903,12,corridor,individual_heating,self_management,87,2,2,1,1,11
221238.00,1986,2013,3,1796,3,terraced,central_heating,management_in_trust,713,7,1,1,0,6
175221.00,1986,2013,3,1131,2,terraced,central_heating,management_in_trust,713,7,1,1,0,6
400884.00,2007,2013,3,1643,36,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
221238.00,1986,2013,3,1377,10,terraced,central_heating,management_in_trust,713,7,1,1,0,6
266371.00,2007,2013,3,868,16,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
194690.00,2006,2013,3,903,7,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
194690.00,1986,2013,3,1131,11,terraced,central_heating,management_in_trust,713,7,1,1,0,6
388495.00,2007,2013,3,1519,19,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
181415.00,1986,2013,3,1313,12,terraced,central_heating,management_in_trust,713,7,1,1,0,6
199115.00,2009,2013,4,910,6,terraced,individual_heating,management_in_trust,25,1,1,0,0,5
250176.00,2013,2013,4,907,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
258079.00,2013,2013,4,910,10,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
252814.00,2013,2013,4,907,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
250176.00,2013,2013,4,910,5,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
263345.00,2013,2013,4,910,17,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
254123.00,2013,2013,4,910,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
263345.00,2013,2013,4,910,28,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
258079.00,2013,2013,4,910,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,13,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
250176.00,2013,2013,4,907,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,14,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
244911.00,2013,2013,4,910,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
250176.00,2013,2013,4,910,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
254123.00,2013,2013,4,910,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
255442.00,2013,2013,4,910,18,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
258079.00,2013,2013,4,910,11,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
250176.00,2013,2013,4,910,9,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
263345.00,2013,2013,4,910,29,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
250176.00,2013,2013,4,910,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
244911.00,2013,2013,4,910,3,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
252814.00,2013,2013,4,910,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
255840.00,2013,2013,4,910,29,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
242274.00,2013,2013,4,910,4,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
255442.00,2013,2013,4,910,31,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
246230.00,2013,2013,4,907,7,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
229106.00,2013,2013,4,910,1,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
255442.00,2013,2013,4,907,26,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
229212.00,2013,2013,4,910,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
258079.00,2013,2013,4,910,8,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
252814.00,2013,2013,4,910,12,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
255442.00,2013,2013,4,910,24,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
263345.00,2013,2013,4,910,21,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
260707.00,2013,2013,4,910,15,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
263345.00,2013,2013,4,910,20,terraced,individual_heating,management_in_trust,8,7,1,1,1,11
185840.00,2006,2013,4,910,14,terraced,individual_heating,management_in_trust,111,3,1,1,1,9
128318.00,2003,2013,4,907,7,mixed,individual_heating,management_in_trust,82,1,1,2,1,7
422123.00,2007,2013,4,1690,5,terraced,individual_heating,management_in_trust,7,2,1,2,1,5
230088.00,2006,2013,4,914,10,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
211061.00,2006,2013,4,818,2,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
300884.00,2006,2013,4,1437,17,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
215044.00,2006,2013,4,818,7,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
353982.00,2006,2013,4,2056,16,terraced,individual_heating,management_in_trust,249,6,1,0,1,7
221238.00,2008,2013,4,829,18,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
203539.00,2005,2013,4,914,7,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
221238.00,2005,2013,4,914,23,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
225663.00,1993,2013,4,2337,1,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
168141.00,1993,2013,4,914,15,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
150000.00,1992,2013,4,914,17,mixed,individual_heating,self_management,142,3,1,1,1,14
283185.00,2007,2013,4,1366,21,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
262831.00,2007,2013,4,1394,20,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
156637.00,2005,2013,4,572,12,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
88495.00,1992,2013,4,640,15,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
212389.00,2005,2013,4,914,8,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
155752.00,2005,2013,4,572,16,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
130973.00,1993,2013,4,644,5,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
154867.00,1993,2013,4,644,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
155309.00,2005,2013,4,572,6,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
250000.00,2005,2013,4,1184,12,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
225663.00,2007,2013,4,1103,13,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
114159.00,1992,2013,4,576,6,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
225663.00,1993,2013,4,2337,18,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
221681.00,1993,2013,4,1761,4,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
203539.00,2005,2013,4,914,7,mixed,individual_heating,management_in_trust,67,8,2,0,1,15
230088.00,2008,2013,4,829,12,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
165929.00,1992,2013,4,1448,3,mixed,individual_heating,self_management,142,3,1,1,1,14
203539.00,2008,2013,4,829,18,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
278761.00,2008,2013,4,1167,10,terraced,individual_heating,management_in_trust,197,6,1,1,1,9
246017.00,2007,2013,4,1419,12,terraced,individual_heating,management_in_trust,554,3,2,2,2,8
101769.00,1992,2013,4,576,4,corridor,individual_heating,management_in_trust,200,3,1,1,1,17
212389.00,1993,2013,4,2337,21,mixed,individual_heating,management_in_trust,523,8,2,0,1,17
194690.00,2006,2013,4,903,6,terraced,individual_heating,management_in_trust,123,3,1,1,1,11
378053.00,2007,2013,4,1643,37,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
339035.00,2007,2013,4,1643,29,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
350008.00,2007,2013,4,1643,31,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
265486.00,2007,2013,4,868,15,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
360176.00,2007,2013,4,1643,29,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
237168.00,2007,2013,4,868,3,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
252212.00,2007,2013,4,868,18,terraced,individual_heating,management_in_trust,0,7,1,2,1,10
211504.00,1986,2013,4,1313,5,terraced,central_heating,management_in_trust,713,7,1,1,0,6
